OBJECTID1,CountyName,StateAbbr,asd_code,asd_desc,county_code,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,MEAN_Nrate_lbperac,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
474,Cedar,IA,60,EAST CENTRAL,31,7953,184712.6,516,16509.6,162000,160500,174.4,,,109600,110000,53.1,1/1/2010 0:00,72.47279369,81.242,26.1507,169.491,76.26963,14.17133
475,Cedar,IA,60,EAST CENTRAL,31,7968,192688.8,384,15523.8,173500,172000,184.9,,,99200,99700,62.4,1/1/2011 0:00,93.53185399,104.8492,26.34975,185.0898,87.174,33.28315
476,Cedar,IA,60,EAST CENTRAL,31,7983,200665,252,14538,163500,160400,158.9,,,108200,108500,56.6,1/1/2012 0:00,82.47414084,92.45351,26.7813,168.4112,82.77805,33.60166
477,Cedar,IA,60,EAST CENTRAL,31,8068,232960.8,236.8,14617.2,164000,159800,169.7,,,109900,110500,50.2,1/1/2013 0:00,75.56981143,84.71376,29.45945,162.5127,69.60681,21.26732
478,Cedar,IA,60,EAST CENTRAL,31,8153,265256.6,221.6,14696.4,154500,152900,184.1,,,116900,117500,55.8,1/1/2014 0:00,62.0035998,69.50603,32.67913,181.3313,87.77596,8.62982
479,Cedar,IA,60,EAST CENTRAL,31,8238,297552.4,206.4,14775.6,157000,154400,188.8,,,115500,116000,56.9,1/1/2015 0:00,70.58399288,79.12466,35.49753,184.7935,88.86507,18.69376
480,Cedar,IA,60,EAST CENTRAL,31,8323,329848.2,191.2,14854.8,162500,160800,215.3,,,113000,115000,60.5,1/1/2016 0:00,75.42227952,84.54838,37.81236,201.1149,94.73652,15.98236
481,Cedar,IA,60,EAST CENTRAL,31,8408,362144,176,14934,154500,153800,222.3,,,117300,118000,59.6,1/1/2017 0:00,76.90447059,86.20992,41.44967,204.396,96.88442,20.14801
482,Cedar,IA,60,EAST CENTRAL,31,8493,394439.8,160.8,15013.2,154500,151300,222.3,,,118100,119000,63.3,1/1/2018 0:00,69.18031144,77.55113,44.23085,211.9009,106.0523,15.93338
483,Cedar,IA,60,EAST CENTRAL,31,8578,426735.6,145.6,15092.4,158500,156400,193.7,,,,,,1/1/2019 0:00,70.00115855,78.4713,,,,
484,Story,IA,50,CENTRAL,169,3545,100400,1342,0,160100,158100,146.9,1500,18.3,152400,154100,46.4,1/1/1997 0:00,63.26669618,70.92197,10.09385,153.4185,74.72984,2.32716
485,Story,IA,50,CENTRAL,169,3656.2,96044.6,1174.4,2287,159400,158300,149.2,1000,17.7,146200,146600,47.5,1/1/1998 0:00,63.10765886,70.74368,10.61977,155.6054,75.84714,1.60519
486,Story,IA,50,CENTRAL,169,3767.4,91689.2,1006.8,4574,151000,150100,162.4,800,19.5,145800,146000,44.8,1/1/1999 0:00,60.32166369,67.62058,11.20476,156.0224,70.64958,-6.54748
487,Story,IA,50,CENTRAL,169,3878.6,87333.8,839.2,6861,153000,151800,157.4,600,18.7,141900,142000,43.3,1/1/2000 0:00,63.52976739,71.21687,11.54569,150.2937,65.27604,-2.2551
488,Story,IA,50,CENTRAL,169,3989.8,82978.4,671.6,9148,152000,150400,150.4,700,23.3,142200,143000,42.9,1/1/2001 0:00,52.49779477,58.85003,11.81065,146.9905,64.68739,-11.64243
489,Story,IA,50,CENTRAL,169,4101,78623,504,11435,159000,157500,177.1,800,17.5,133700,134000,46.4,1/1/2002 0:00,56.63864466,63.49192,12.15804,162.6353,69.68427,-17.30107
490,Story,IA,50,CENTRAL,169,4052.4,76201.4,501.2,11265,161000,159000,164.5,1500,22,127500,128000,32.1,1/1/2003 0:00,61.31051409,68.72909,12.04628,129.0988,33.24191,-15.08152
491,Story,IA,50,CENTRAL,169,4003.8,73779.8,498.4,11095,162500,161000,188.1,1000,16,125700,127000,50,1/1/2004 0:00,62.7832377,70.38001,11.74592,172.585,75.38112,-15.07795
492,Story,IA,50,CENTRAL,169,3955.2,71358.2,495.6,10925,168000,166500,187.6,700,17.6,118900,119500,58.5,1/1/2005 0:00,70.41249054,78.9324,11.54614,185.9537,90.52489,-4.95027
493,Story,IA,50,CENTRAL,169,3906.6,68936.6,492.8,10755,159500,158000,184.1,1100,20.8,128200,128500,51.5,1/1/2006 0:00,66.00196258,73.9882,11.24509,174.5625,80.28722,-9.04199
494,Story,IA,50,CENTRAL,169,3858,66515,490,10585,189000,187200,180.7,,,99900,100000,54,1/1/2007 0:00,79.60205188,89.2339,10.92614,168.1358,66.94118,-1.03458
495,Story,IA,50,CENTRAL,169,3086.4,68648.4,392,12632,176000,169000,160,,,114500,115000,46.5,1/1/2008 0:00,79.59284681,89.22358,11.22412,151.4721,60.42835,9.40395
496,Story,IA,50,CENTRAL,169,2314.8,70781.8,294,14679,171500,170500,174.7,,,113200,113500,52.5,1/1/2009 0:00,70.69235366,79.24613,11.84133,167.9221,73.81483,-3.01981
497,Story,IA,50,CENTRAL,169,1543.2,72915.2,196,16726,166000,163500,163.9,,,115400,117000,48.4,1/1/2010 0:00,66.31642016,74.34071,12.30863,157.3564,67.46421,-3.24285
498,Story,IA,50,CENTRAL,169,771.6,75048.6,98,18773,175000,172900,163.2,,,107300,108000,51.7,1/1/2011 0:00,90.61900683,101.5839,12.69224,159.7957,69.08362,23.56406
499,Story,IA,50,CENTRAL,169,0,77182,0,20820,174500,171900,157.6,,,106600,107000,48.9,1/1/2012 0:00,85.97833314,96.38171,13.14552,152.605,63.05436,19.97659
500,Story,IA,50,CENTRAL,169,0,74229.6,0,19297.8,161000,158100,137.2,,,117000,117500,40.4,1/1/2013 0:00,81.3888899,91.23695,12.55094,132.3501,50.59855,22.03634
501,Story,IA,50,CENTRAL,169,0,71277.2,0,17775.6,163000,158500,169.9,1250,21.5,116800,117500,46.9,1/1/2014 0:00,68.04262785,76.27579,11.73051,158.0881,64.95914,-5.12266
502,Story,IA,50,CENTRAL,169,0,68324.8,0,16253.4,164500,161100,188,1910,24,115000,115500,51,1/1/2015 0:00,72.20299482,80.93956,11.01921,172.6708,73.1115,-7.60053
503,Story,IA,50,CENTRAL,169,0,65372.4,0,14731.2,174500,171800,211.9,,,102600,103000,58.4,1/1/2016 0:00,77.13784431,86.47153,10.37964,192.242,80.63669,-14.75414
504,Story,IA,50,CENTRAL,169,0,62420,0,13209,167500,166100,200.3,,,109300,110000,57.9,1/1/2017 0:00,78.64351671,88.15939,9.640798,188.3752,85.04526,-5.529752
505,Story,IA,50,CENTRAL,169,0,59467.6,0,11686.8,160000,157800,192.3,,,114900,116000,52.8,1/1/2018 0:00,70.74735286,79.30779,8.950336,178.1654,78.58244,-11.32483
506,Story,IA,50,CENTRAL,169,0,56515.2,0,10164.6,170000,168000,189.3,,,103300,104000,50,1/1/2019 0:00,71.58664289,80.24863,8.267386,168.7581,65.22141,-15.02067
507,Van Buren,IA,90,SOUTHEAST,177,15372,42245,949,0,46600,45400,130.2,1000,20.8,46700,47400,47,1/1/1997 0:00,40.28279405,45.15701,34.92606,150.1071,78.46885,8.44482
508,Van Buren,IA,90,SOUTHEAST,177,15296.2,46680.8,921,2772,45200,43400,115.3,1700,14.9,47300,47600,46.7,1/1/1998 0:00,38.40549469,43.05256,38.98817,145.6822,78.98693,15.34546
509,Van Buren,IA,90,SOUTHEAST,177,15220.4,51116.6,893,5544,42000,40400,88.8,1500,12.4,47600,48000,31.4,1/1/1999 0:00,42.09970372,47.19377,43.92395,103.2957,38.01031,25.83233
510,Van Buren,IA,90,SOUTHEAST,177,15144.6,55552.4,865,8316,41000,39600,146.4,1300,14.2,47800,48000,38.9,1/1/2000 0:00,39.58422314,44.37391,48.18212,140.6953,60.30706,12.16779
511,Van Buren,IA,90,SOUTHEAST,177,15068.8,59988.2,837,11088,32000,30700,122.2,1100,14.3,35500,36000,38.5,1/1/2001 0:00,39.77869021,44.59191,67.98915,130.8316,58.05353,39.80299
512,Van Buren,IA,90,SOUTHEAST,177,14993,64424,809,13860,45000,43000,125.6,1900,16.6,43500,44000,35.8,1/1/2002 0:00,33.31900176,37.3506,55.71141,123.7303,46.9953,16.32701
513,Van Buren,IA,90,SOUTHEAST,177,14171.8,68565.2,759.4,12771.6,45000,43000,141.9,1800,17.8,42500,43000,34.2,1/1/2003 0:00,35.71690418,40.03865,55.04256,126.0235,42.22209,11.2798
514,Van Buren,IA,90,SOUTHEAST,177,13350.6,72706.4,709.8,11683.2,45500,43500,175.4,1600,20,44800,45000,53.1,1/1/2004 0:00,41.21992335,46.20753,52.25608,179.9515,93.77602,12.28813
515,Van Buren,IA,90,SOUTHEAST,177,12529.4,76847.6,660.2,10594.8,47000,45000,124,1700,15.3,42700,43000,46,1/1/2005 0:00,40.61998133,45.535,51.27339,143.5201,71.7654,25.05369
516,Van Buren,IA,90,SOUTHEAST,177,11708.2,80988.8,610.6,9506.4,46500,45600,157.8,800,17.8,44700,45000,45.3,1/1/2006 0:00,38.33694438,42.97572,49.18071,155.5329,72.01082,8.63435
517,Van Buren,IA,90,SOUTHEAST,177,10887,85130,561,8418,51500,50300,165.8,1000,18,39900,40000,47.5,1/1/2007 0:00,34.07259066,38.19537,47.92857,158.9121,69.20947,-3.57869
518,Van Buren,IA,90,SOUTHEAST,177,10668.4,86031.8,616.4,8771.2,46000,44500,146,,,43200,44000,41,1/1/2008 0:00,41.82215612,46.88264,49.09928,141.7922,60.21807,14.40779
519,Van Buren,IA,90,SOUTHEAST,177,10449.8,86933.6,671.8,9124.4,48500,46400,148.6,,,44600,45000,46,1/1/2009 0:00,34.17679786,38.31219,47.61931,153.152,72.29198,5.07148
520,Van Buren,IA,90,SOUTHEAST,177,10231.2,87835.4,727.2,9477.6,48500,46500,90.8,,,38400,39300,48,1/1/2010 0:00,32.26274007,36.16653,51.09198,130.2744,72.07388,29.05799
521,Van Buren,IA,90,SOUTHEAST,177,10012.6,88737.2,782.6,9830.8,50500,47300,100.9,,,47300,48000,35.2,1/1/2011 0:00,50.96892151,57.13616,45.88169,113.1159,44.74217,34.64412
522,Van Buren,IA,90,SOUTHEAST,177,9794,89639,838,10184,51000,49800,110.3,,,49700,49900,42,1/1/2012 0:00,49.96424967,56.00992,45.12207,131.1808,63.58912,33.54031
523,Van Buren,IA,90,SOUTHEAST,177,10177.4,95357.8,807.6,10051,48500,46200,144.1,,,48500,48900,40.7,1/1/2013 0:00,45.01951834,50.46688,48.52903,141.7808,61.02526,18.24037
524,Van Buren,IA,90,SOUTHEAST,177,10560.8,101076.6,777.2,9918,53000,51800,192.2,,,47500,47800,49.4,1/1/2014 0:00,54.58365368,61.18827,48.61743,175.9626,79.94613,13.78923
525,Van Buren,IA,90,SOUTHEAST,177,10944.2,106795.4,746.8,9785,48900,47800,158.3,250,21,47700,48000,46.1,1/1/2015 0:00,34.28970851,38.43876,52.36891,157.7864,74.6736,7.69487
526,Van Buren,IA,90,SOUTHEAST,177,11327.6,112514.2,716.4,9652,55100,52700,189,,,47700,47900,56.6,1/1/2016 0:00,35.78969024,40.12024,50.95589,189.2133,96.50563,-1.63154
527,Van Buren,IA,90,SOUTHEAST,177,11711,118233,686,9519,49400,42800,128.2,,,50600,51400,36.6,1/1/2017 0:00,36.20890174,40.59018,53.79333,128.8513,50.67795,16.21016
528,Van Buren,IA,90,SOUTHEAST,177,12094.4,123951.8,655.6,9386,52700,48300,180.9,,,49800,50200,54.2,1/1/2018 0:00,33.72078809,37.801,54.38559,184.3886,94.90743,2.70542
529,Van Buren,IA,90,SOUTHEAST,177,12477.8,129670.6,625.2,9253,47400,45000,171,,,49500,50000,53.9,1/1/2019 0:00,34.00195475,38.11619,59.24217,181.8258,99.03457,14.56713
530,Fremont,IA,70,SOUTHWEST,71,0,23911,0,0,114500,113700,136,500,19.2,119700,120700,43.4,1/1/1997 0:00,64.72028885,72.55145,2.475705,144.8668,69.86915,0.029505
531,Fremont,IA,70,SOUTHWEST,71,1214,19128.8,33.6,2519.4,124500,117900,133.8,1400,15.9,112600,116900,39.7,1/1/1998 0:00,62.01455094,69.51831,3.548464,134.1581,56.24404,-4.847286
532,Fremont,IA,70,SOUTHWEST,71,2428,14346.6,67.2,5038.8,111000,109400,133.7,1400,14.5,113700,114000,42.3,1/1/1999 0:00,64.05129433,71.8015,5.026278,141.3418,65.96902,1.454998
533,Fremont,IA,70,SOUTHWEST,71,3642,9564.4,100.8,7558.2,111000,109400,139.5,,,120600,121000,41.7,1/1/2000 0:00,62.86984714,70.4771,6.057008,143.2525,66.21516,-0.503232
534,Fremont,IA,70,SOUTHWEST,71,4856,4782.2,134.4,10077.6,106000,104400,143.3,,,112900,114000,47.8,1/1/2001 0:00,55.32761592,62.02226,7.63427,157.8807,82.87731,-5.34686
535,Fremont,IA,70,SOUTHWEST,71,6070,0,168,12597,118000,116000,96.6,900,10,112300,113000,37.7,1/1/2002 0:00,54.11933597,60.66777,8.458237,116.1685,51.52572,4.483227
536,Fremont,IA,70,SOUTHWEST,71,5688,1634.8,146.4,12064.8,112000,111000,132.9,,,114400,115000,34.7,1/1/2003 0:00,61.9693973,69.4677,8.332434,124.2739,45.14451,-1.329256
537,Fremont,IA,70,SOUTHWEST,71,5306,3269.6,124.8,11532.6,116000,115000,188.4,,,111600,112000,51.1,1/1/2004 0:00,62.502796,70.06564,8.022247,179.1322,87.33086,-13.71345
538,Fremont,IA,70,SOUTHWEST,71,4924,4904.4,103.2,11000.4,112000,111000,161.3,,,111400,112000,48.5,1/1/2005 0:00,67.12210433,75.24388,7.886974,164.185,81.86166,0.807514
539,Fremont,IA,70,SOUTHWEST,71,4542,6539.2,81.6,10468.2,112000,111600,146.3,,,113900,114500,48.4,1/1/2006 0:00,61.72403496,69.19264,7.524468,158.8446,82.4919,0.364408
540,Fremont,IA,70,SOUTHWEST,71,4160,8174,60,9936,122000,120900,150.7,,,107700,108500,51,1/1/2007 0:00,74.77759005,83.82568,7.123218,162.4444,83.42967,11.93417
541,Fremont,IA,70,SOUTHWEST,71,4232,9619.6,48,9641.8,108500,102500,147,,,110500,113500,41.5,1/1/2008 0:00,73.35769372,82.23398,7.472557,145.0548,64.35587,9.007607
542,Fremont,IA,70,SOUTHWEST,71,4304,11065.2,36,9347.6,121000,120800,187.3,150,20,107000,107500,56,1/1/2009 0:00,67.80252208,76.00663,7.334414,186.7741,96.10233,-7.330726
543,Fremont,IA,70,SOUTHWEST,71,4376,12510.8,24,9053.4,109500,104500,152.7,,,107900,110500,47,1/1/2010 0:00,53.42062497,59.88452,7.695088,158.4059,78.16033,-12.66596
544,Fremont,IA,70,SOUTHWEST,71,4448,13956.4,12,8759.2,118500,95800,155.6,,,86000,103000,45.1,1/1/2011 0:00,60.56036169,67.88817,7.719752,152.5512,67.58505,-9.358228
545,Fremont,IA,70,SOUTHWEST,71,4520,15402,0,8465,117500,115700,131.2,,,108100,108500,41.4,1/1/2012 0:00,56.63881307,63.49211,7.641288,136.3033,60.17237,-4.997532
546,Fremont,IA,70,SOUTHWEST,71,4342.8,14074,0,8735.6,119500,116900,159.9,350,18,111000,111500,47.9,1/1/2013 0:00,54.23354015,60.7958,7.334565,161.1593,77.4608,-15.56814
547,Fremont,IA,70,SOUTHWEST,71,4165.6,12746,0,9006.2,119500,118100,191.5,,,111700,113500,55.5,1/1/2014 0:00,48.11554364,53.93752,7.131494,189.0009,98.18967,-29.74222
548,Fremont,IA,70,SOUTHWEST,71,3988.4,11418,0,9276.8,113500,111800,179.9,,,105700,106500,52.1,1/1/2015 0:00,49.13658853,55.08212,7.404507,177.4637,88.67932,-26.29775
549,Fremont,IA,70,SOUTHWEST,71,3811.2,10090,0,9547.4,120000,118800,180.8,,,106000,106500,55.5,1/1/2016 0:00,52.24982741,58.57206,7.047881,183.4015,94.77795,-23.00361
550,Fremont,IA,70,SOUTHWEST,71,3634,8762,0,9818,113000,112800,204.5,,,114800,115500,60.1,1/1/2017 0:00,53.15762469,59.5897,6.843319,205.5368,114.4591,-24.64468
551,Fremont,IA,70,SOUTHWEST,71,3456.8,7434,0,10088.6,116500,113500,195.1,,,110900,112500,50.6,1/1/2018 0:00,48.07409026,53.89106,6.685816,180.7159,86.00961,-34.12941
552,Fremont,IA,70,SOUTHWEST,71,3279.6,6106,0,10359.2,,,,,,,,,1/1/2019 0:00,48.64117638,54.52676,,,,
553,Lee,IA,90,SOUTHEAST,111,10476,111744,1527,0,79300,76900,139.5,2100,21.6,66500,67200,49.2,1/1/1997 0:00,45.72310682,51.2556,30.16705,153.606,76.83643,4.65308
554,Lee,IA,90,SOUTHEAST,111,10178.6,106211.2,1401.6,2482.6,78600,76400,118.7,2200,13.1,66200,66400,46.6,1/1/1998 0:00,44.99977572,50.44475,30.61073,140.2115,70.26982,11.1138
555,Lee,IA,90,SOUTHEAST,111,9881.2,100678.4,1276.2,4965.2,79000,77000,122.1,2000,13.7,69500,70000,37.8,1/1/1999 0:00,46.26634503,51.86457,29.91704,124.712,49.73853,6.80814
556,Lee,IA,90,SOUTHEAST,111,9583.8,95145.6,1150.8,7447.8,79000,77000,149,1800,16.2,68900,69000,40.3,1/1/2000 0:00,44.37204955,49.74107,30.24813,140.1516,55.66093,-4.50147
557,Lee,IA,90,SOUTHEAST,111,9286.4,89612.8,1025.4,9930.4,66000,64000,138.3,1600,16.8,72300,73000,44.3,1/1/2001 0:00,43.37083756,48.61871,32.34393,149.2357,74.05841,5.78535
558,Lee,IA,90,SOUTHEAST,111,8989,84080,900,12413,78000,76000,140.8,1900,19.5,66800,67000,41.5,1/1/2002 0:00,38.2183044,42.84272,31.13717,139.0544,58.1637,-6.91081
559,Lee,IA,90,SOUTHEAST,111,8716.4,78223,938.4,11733.8,77500,75600,150.1,1600,18.1,69700,70000,36.4,1/1/2003 0:00,43.22321183,48.45322,29.03757,132.9939,46.65211,-8.851
560,Lee,IA,90,SOUTHEAST,111,8443.8,72366,976.8,11054.6,78000,76000,180,1400,17.9,68700,69000,54.7,1/1/2004 0:00,47.47001797,53.21389,27.55914,181.7962,92.58423,-8.43894
561,Lee,IA,90,SOUTHEAST,111,8171.2,66509,1015.2,10375.4,78000,76500,129.4,1400,14.3,69200,69500,45.8,1/1/2005 0:00,48.16099591,53.98848,25.89387,143.9438,70.26584,6.20439
562,Lee,IA,90,SOUTHEAST,111,7898.6,60652,1053.6,9696.2,73500,72200,144.1,900,14.8,68300,68500,44.6,1/1/2006 0:00,46.14478467,51.7283,25.26406,148.1594,68.80745,-2.35959
563,Lee,IA,90,SOUTHEAST,111,7626,54795,1092,9017,80500,79000,177.5,1200,21.5,59400,59500,48.7,1/1/2007 0:00,43.65601865,48.9384,23.96892,165.0006,70.04198,-22.0513
564,Lee,IA,90,SOUTHEAST,111,7668.8,58560,1110,9627.2,74500,73000,173,,,63300,64500,42.5,1/1/2008 0:00,49.92352422,55.96427,25.25039,153.5754,60.91924,-11.4415
565,Lee,IA,90,SOUTHEAST,111,7711.6,62325,1128,10237.4,76000,74900,167.9,,,64400,65000,48.5,1/1/2009 0:00,41.16218942,46.14281,25.98554,163.368,75.4753,-15.76435
566,Lee,IA,90,SOUTHEAST,111,7754.4,66090,1146,10847.6,75000,69500,103.2,,,61500,62000,49.3,1/1/2010 0:00,39.42376274,44.19404,27.86947,140.1659,76.05122,7.94883
567,Lee,IA,90,SOUTHEAST,111,7797.2,69855,1164,11457.8,77500,72100,105.2,,,65400,66300,40.6,1/1/2011 0:00,45.78505348,51.32505,27.6236,123.97,55.79282,10.77147
568,Lee,IA,90,SOUTHEAST,111,7840,73620,1182,12068,77500,73300,116,,,67100,67500,43.1,1/1/2012 0:00,41.73510028,46.78505,28.45814,133.5096,62.62479,4.35838
569,Lee,IA,90,SOUTHEAST,111,7982,78521.4,1062.6,11793,75000,72100,144.1,,,66300,66600,39.4,1/1/2013 0:00,38.65650929,43.33395,29.79506,136.8348,53.86448,-9.84131
570,Lee,IA,90,SOUTHEAST,111,8124,83422.8,943.2,11518,76900,75000,200.6,,,65500,67900,54.5,1/1/2014 0:00,37.05330542,41.53675,29.77577,188.6626,91.98543,-25.36465
571,Lee,IA,90,SOUTHEAST,111,8266,88324.2,823.8,11243,76000,73800,145.1,,,62700,63300,47,1/1/2015 0:00,39.50484012,44.28493,31.61581,151.022,70.71302,-4.40824
572,Lee,IA,90,SOUTHEAST,111,8408,93225.6,704.4,10968,77500,75800,194.6,,,67200,67700,61.4,1/1/2016 0:00,41.79303192,46.84999,30.96855,200.5845,108.8559,-13.91006
573,Lee,IA,90,SOUTHEAST,111,8550,98127,585,10693,76500,74700,178,,,68200,68600,53.5,1/1/2017 0:00,42.47835538,47.61824,31.62773,178.8103,90.18544,-9.37889
574,Lee,IA,90,SOUTHEAST,111,8692,103028.4,465.6,10418,74400,71800,201.3,,,70400,71000,64.7,1/1/2018 0:00,38.73592165,43.42297,32.199,213.1431,122.7174,-14.80373
575,Lee,IA,90,SOUTHEAST,111,8834,107929.8,346.2,10143,71300,70000,172.5,,,67500,68100,54.8,1/1/2019 0:00,39.17347469,43.91346,34.24882,180.8272,96.62254,-6.04238
576,Franklin,IA,20,NORTH CENTRAL,69,4215,196342,436,0,164000,161800,135.5,1700,16.6,143000,146900,41.8,1/1/1997 0:00,67.35321506,75.50295,17.47131,137.6786,60.24302,15.53868
577,Franklin,IA,20,NORTH CENTRAL,69,4158.4,223671,401.2,2487,165600,163900,146.6,1700,20.8,146200,146600,50.6,1/1/1998 0:00,64.61990249,72.43891,20.18195,160.0636,82.2112,14.76846
578,Franklin,IA,20,NORTH CENTRAL,69,4101.8,251000,366.4,4974,166000,162000,149.3,1800,17.3,144800,147000,43.7,1/1/1999 0:00,65.72778237,73.68085,22.90664,147.1584,64.70411,14.1332
579,Franklin,IA,20,NORTH CENTRAL,69,4045.2,278329,331.6,7461,169000,166600,146.1,1800,23.9,147700,148000,45,1/1/2000 0:00,68.89450073,77.23074,25.35884,148.3738,67.60378,21.81956
580,Franklin,IA,20,NORTH CENTRAL,69,3988.6,305658,296.8,9948,164000,161500,153.3,1600,24.8,152000,153000,43.3,1/1/2001 0:00,53.63649289,60.12651,28.10008,148.8482,65.4515,4.82989
581,Franklin,IA,20,NORTH CENTRAL,69,3932,332987,262,12435,166800,164000,171.3,2100,19,143600,144000,47.5,1/1/2002 0:00,58.13593207,65.17038,31.45656,163.0834,73.35135,6.89489
582,Franklin,IA,20,NORTH CENTRAL,69,3984.4,386343.2,300.6,13004.2,172000,169000,168.6,2000,19.5,140300,141000,31.7,1/1/2003 0:00,65.8194925,73.78365,35.5911,130.1171,32.83603,12.09368
583,Franklin,IA,20,NORTH CENTRAL,69,4036.8,439699.4,339.2,13573.4,180000,177500,190.5,1500,21.3,133500,134000,47.5,1/1/2004 0:00,66.7430615,74.81897,39.81952,168.2841,67.56189,13.91628
584,Franklin,IA,20,NORTH CENTRAL,69,4089.2,493055.6,377.8,14142.6,188000,185000,185.2,1600,19.1,123900,124500,51.5,1/1/2005 0:00,75.42401437,84.55032,44.37326,171.0547,71.68942,29.5583
585,Franklin,IA,20,NORTH CENTRAL,69,4141.6,546411.8,416.4,14711.8,186500,184600,177.6,1700,19.6,123600,124000,52.5,1/1/2006 0:00,66.93935927,75.03902,49.04979,169.4041,74.02061,28.70532
586,Franklin,IA,20,NORTH CENTRAL,69,4194,599768,455,15281,219500,217500,176.6,1500,20.8,93400,93500,50.7,1/1/2007 0:00,86.78107099,97.28158,53.01366,157.0572,52.46097,45.69901
587,Franklin,IA,20,NORTH CENTRAL,69,3355.2,589713,364,14348,211000,200000,167,,,105300,106000,45,1/1/2008 0:00,85.314961,95.63807,50.90407,147.8271,48.41893,47.13397
588,Franklin,IA,20,NORTH CENTRAL,69,2516.4,579658,273,13415,205000,203500,167,,,109600,110000,49.5,1/1/2009 0:00,73.97506809,82.92605,49.77747,154.9668,59.06127,36.79799
589,Franklin,IA,20,NORTH CENTRAL,69,1677.6,569603,182,12482,199500,198000,168,,,114500,115000,50.3,1/1/2010 0:00,81.02469556,90.82868,48.4045,158.159,63.42564,44.49982
590,Franklin,IA,20,NORTH CENTRAL,69,838.8,559548,91,11549,210000,208500,189.7,,,106300,107000,52.4,1/1/2011 0:00,102.379707,114.7677,46.58212,169.2109,62.38044,54.51936
591,Franklin,IA,20,NORTH CENTRAL,69,0,549493,0,10616,216500,213000,150,,,98200,98700,44.5,1/1/2012 0:00,102.9277885,115.382,45.39925,136.4757,44.49537,68.80092
592,Franklin,IA,20,NORTH CENTRAL,69,0,528337.6,0,9932.6,195500,192100,179.6,,,101100,101500,46,1/1/2013 0:00,91.23430185,102.2737,46.24543,155.4189,51.33326,44.43349
593,Franklin,IA,20,NORTH CENTRAL,69,0,507182.2,0,9249.2,208000,205000,165.8,,,108400,109000,47.4,1/1/2014 0:00,82.80035388,92.8192,41.51402,150.887,54.25105,37.69727
594,Franklin,IA,20,NORTH CENTRAL,69,0,486026.8,0,8565.8,198500,194500,200.2,,,115900,116500,57.8,1/1/2015 0:00,82.38306083,92.35141,39.95235,185.7991,79.148,25.65266
595,Franklin,IA,20,NORTH CENTRAL,69,0,464871.4,0,7882.4,214000,212000,204.8,,,97600,98100,60.5,1/1/2016 0:00,88.14332551,98.80867,38.48139,185.9519,71.85513,23.19329
596,Franklin,IA,20,NORTH CENTRAL,69,0,443716,0,7199,201000,199500,206.1,,,113300,114000,57,1/1/2017 0:00,89.92698042,100.8081,36.30187,186.2155,75.88419,26.77866
597,Franklin,IA,20,NORTH CENTRAL,69,0,422560.6,0,6515.6,203000,193800,204.3,,,108100,109500,58.5,1/1/2018 0:00,80.77481147,90.54856,34.75245,187.2871,76.31361,14.32752
598,Franklin,IA,20,NORTH CENTRAL,69,0,401405.2,0,5832.2,207500,205000,202.7,,,98500,99300,54.1,1/1/2019 0:00,81.74494278,91.63608,33.52408,176.9726,62.79096,10.97852
599,Delaware,IA,30,NORTHEAST,55,7929,389058,18691,0,174600,164200,143.1,9800,19.7,63500,64600,51.9,1/1/1997 0:00,65.35543935,73.26345,58.47065,138.7225,49.1808,42.1924
600,Delaware,IA,30,NORTHEAST,55,7830.6,370150.2,17953.6,10560.4,174600,168200,151.3,6400,17,71100,71300,53.7,1/1/1998 0:00,60.63898809,67.9763,58.15516,147.4345,55.62444,34.3214
601,Delaware,IA,30,NORTHEAST,55,7732.2,351242.4,17216.2,21120.8,171000,166400,159.3,4500,18,78900,79000,53.3,1/1/1999 0:00,65.195746,73.08443,58.45811,153.8208,59.9374,37.65914
602,Delaware,IA,30,NORTHEAST,55,7633.8,332334.6,16478.8,31681.2,169000,164100,144.2,4400,17.7,84900,85000,54,1/1/2000 0:00,61.82392252,69.30462,58.77441,149.6302,64.74055,43.18938
603,Delaware,IA,30,NORTHEAST,55,7535.4,313426.8,15741.4,42241.6,160000,154500,169.3,4600,22.3,92400,93000,48.5,1/1/2001 0:00,56.02253898,62.80127,60.24851,156.584,60.18288,26.64866
604,Delaware,IA,30,NORTHEAST,55,7437,294519,15004,52802,162000,153000,183,8300,19.8,83800,84000,53.6,1/1/2002 0:00,52.41158995,58.75339,63.24003,169.211,65.32104,18.10346
605,Delaware,IA,30,NORTHEAST,55,7802,303028.4,15071.8,61045.4,171500,159500,158.9,11000,20.9,78700,79000,29.7,1/1/2003 0:00,59.92439102,67.17524,66.05625,121.0371,19.57749,31.77188
606,Delaware,IA,30,NORTHEAST,55,8167,311537.8,15139.6,69288.8,178000,169500,176.6,6500,20.4,70400,71000,49.1,1/1/2004 0:00,65.32695525,73.23151,70.43027,154.4276,47.60916,36.84334
